Código,Posto,Mês/Ano,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Acumulado
378,Recife (Santo Amaro),mai/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),mai/2017,"4,4","0,6","60,0","1,4","0,2","8,4","19,7","8,1","17,1","5,8","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,6","16,0","5,4","15,6","0,0","4,6","29,1","1,0","0,0","49,6","72,9","2,2","73,0","15807,2"
480,Recife - PCD,mai/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),jun/2017,"2,3","0,7","0,0","23,1","11,8","20,9","0,0","4,2","9,2","9,7","6,1","0,0","6,9","6,8","6,3","36,2","0,0","8,7","19,7","7,4","3,4","3,5","2,9","35,5","2,9","5,1","0,0","20,3","40,3","45,7",-,"13419,7"
196,Recife (Codecipe / Santo Amaro),jun/2017,"22,6","4,2","1,2","7,3","12,0","28,0","0,0","4,2","11,0","23,8","21,6","0,0","6,8","7,0","9,2","46,0","2,6","12,0","6,0","2,4","2,2",-,"4,4","41,0","12,0","2,0","0,0","25,0","78,5","103,0",-,"5055,8"
344,Recife (Lamepe/Itep),jun/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),jun/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),jun/2017,"33,9","7,0","2,6","8,3","3,6","49,4","1,0","6,7","6,3","28,4","6,1","1,7","19,2","7,7","15,4","47,3","0,6","11,0","10,2","3,5","14,4","5,4","5,6","48,2","31,6","6,6","3,0","21,2","40,4","40,7",-,"15807,2"
480,Recife - PCD,jun/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),jul/2017,"19,8","2,9","9,7","11,8","12,5","25,9","1,5","18,5","5,1","8,7","0,0","8,9","0,0","8,8","0,0","0,8","0,0","7,9","1,6","9,8","83,1","28,4","22,4","3,8","2,6","0,9","7,3","25,2","26,3","0,9","2,3","13419,7"
196,Recife (Codecipe / Santo Amaro),jul/2017,"19,0","4,8","15,0","5,9","8,0","8,6","10,0","7,0","6,0","20,4","0,0","6,2","0,0","15,4","1,6","0,0","4,6","1,0","6,2","69,0","30,2","68,0","6,0","2,0","5,4","0,2","12,0","8,5","69,0","1,4","2,2","5055,8"
344,Recife (Lamepe/Itep),jul/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),jul/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),jul/2017,"23,3","14,3","7,0","10,3","19,0","29,4","11,8","14,2","14,2","20,7","0,8","3,4","0,2","5,8","3,4","2,0","7,5","1,8","1,0","26,3","81,6","42,1","10,7","8,5","16,8","2,3","11,2","64,9","17,8","10,1","3,8","15807,2"
480,Recife - PCD,jul/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),ago/2017,"13,8","0,0","1,7","0,0","0,0","0,0","1,2","0,0","0,6","0,0","0,7","0,0","0,0","5,5","0,0","0,0","0,0","14,2","8,7","0,0","3,8","1,3","11,8","1,3","0,0","8,2","18,6","5,6","1,1","2,1","0,0","13419,7"
196,Recife (Codecipe / Santo Amaro),ago/2017,"16,8","5,6","3,1","0,0","0,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0","1,0","5,0","0,0","0,0","0,6","26,1","16,6","0,0","0,0","8,0","15,0","0,0","2,2","15,0",-,"32,0","0,2","0,5","0,0","5055,8"
344,Recife (Lamepe/Itep),ago/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),ago/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),ago/2017,"7,8","15,3","7,2","0,0","0,0","0,0","5,6","0,4","1,4","0,0","0,0","0,0","1,4","2,3","0,0","0,0","0,0","9,8","21,7","1,8","0,0","3,0","8,8","1,2","0,2","11,2","10,0","0,0","0,0","0,0","0,0","15807,2"
480,Recife - PCD,ago/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),set/2017,"0,0","0,0","2,8","1,0","0,0","3,2","0,0","8,7","0,0","5,3","0,0","7,7","1,6","3,4","4,3","2,4","6,9","2,7","0,0","2,1","1,1","0,0","5,3","0,0","0,0","2,9","0,0","1,9","0,0","0,0",-,"13419,7"
196,Recife (Codecipe / Santo Amaro),set/2017,"0,0","0,0","7,2","0,8","0,0","1,7","0,6","11,2","1,5","1,0","0,0","6,0","1,4","4,1","2,0","0,0","3,4","0,2","0,8",-,"0,0","0,0","2,0","0,8","10,0","1,1","2,5","0,0","0,0","0,0",-,"5055,8"
344,Recife (Lamepe/Itep),set/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),set/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),set/2017,"0,0","0,4","7,0","2,0","0,0","3,2","1,4","5,6","5,8","3,1","0,6","6,0","7,0","2,7","2,0","5,8","3,6","4,6","1,2","10,3","3,4","0,0","0,0","1,8","0,4","1,0","0,7","1,8","2,4","0,0",-,"15807,2"
480,Recife - PCD,set/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),out/2017,"0,0","0,0","0,0","0,0","1,6","3,2","0,0","0,0","6,7","0,0","2,4","0,0","0,0","0,0","0,0","0,0","0,0","1,9","0,0","3,2","0,0","8,4","0,0","13,2","0,0","3,8","0,0","0,0","0,0","0,0","9,9","13419,7"
196,Recife (Codecipe / Santo Amaro),out/2017,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","1,2","0,2","0,0","0,0","0,0","0,0","0,0","0,2","0,0","0,0","5,1","0,0","1,0","8,6","1,0","0,0","0,0","0,0","0,0","0,0","0,0","5055,8"
344,Recife (Lamepe/Itep),out/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),out/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),out/2017,"0,2","0,0","0,0","0,6","5,0","1,6","0,6","1,6","8,0","1,2","1,6","0,6","0,0","0,2","0,0","0,0","7,0","3,2","1,4","8,0","2,0","1,6","2,3","9,0","1,0","2,7","0,6","0,0","0,0","0,0","0,0","15807,2"
480,Recife - PCD,out/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),nov/2017,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,7","0,4","0,0","0,0","0,0","0,0","2,1","1,6","0,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",-,"13419,7"
196,Recife (Codecipe / Santo Amaro),nov/2017,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2","0,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",-,"5055,8"
344,Recife (Lamepe/Itep),nov/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),nov/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),nov/2017,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,2","0,0","1,2","0,0","0,0","0,0","2,4","1,6","3,4","0,8","0,0","0,0","0,0","0,0","0,0","0,0","4,0","0,0","0,0","0,0","0,0","0,2",-,"15807,2"
480,Recife - PCD,nov/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),dez/2017,"0,0","0,0","0,0","1,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,1","0,0","0,5","4,3","2,1","0,0","7,9","7,5","0,3","0,9","0,0","0,0","0,0","0,0","0,0","13419,7"
196,Recife (Codecipe / Santo Amaro),dez/2017,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,3","14,2","0,2","0,0","1,7","3,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5055,8"
344,Recife (Lamepe/Itep),dez/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),dez/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),dez/2017,"1,1","0,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,6","0,0","10,8","0,6","0,3","3,4","8,2","0,0","4,0","0,3","0,0","0,0","0,0","0,0","15807,2"
480,Recife - PCD,dez/2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),jan/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,9","5,3","0,0","0,0","7,1","0,0","0,7","0,0","5,4","4,5","56,2","3,3","0,7","1,2","12,6","0,0","0,5","4,5","0,0","3,0","0,0","0,0","13419,7"
196,Recife (Codecipe / Santo Amaro),jan/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,0","7,6","0,0","0,0","0,0","0,0","0,0","1,0","0,6","10,3","37,0","0,2","0,2","4,0","1,0","0,0","9,1","0,0","0,0","0,0","0,0","0,0","5055,8"
344,Recife (Lamepe/Itep),jan/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),jan/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),jan/2018,"0,0","0,0","0,0","0,0","0,0","1,0","0,0","9,6","0,0","23,4","3,6","0,2","0,2","3,2","2,6","1,2","0,0","13,4","30,4","46,6","3,0","0,8","3,8","6,2","2,4","0,0","0,6","0,0","1,2","0,2","0,0","15807,2"
480,Recife - PCD,jan/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),fev/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","9,9","0,0","0,0","0,0","0,0","10,0","17,1","3,3","0,7","11,5","39,7","0,0","33,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0",-,-,-,"13419,7"
196,Recife (Codecipe / Santo Amaro),fev/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","27,8","0,0","20,4","0,0","6,2","12,2","0,0","0,0","1,3","20,7","11,0","18,6","10,6","0,0","0,0","0,0","0,0","3,8","3,8","0,0",-,-,-,"5055,8"
344,Recife (Lamepe/Itep),fev/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),fev/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),fev/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","20,6","5,4","0,4","0,6","2,1","13,0","13,4","1,2","4,0","8,6","11,6","6,8","29,2","0,0","1,0","0,3","1,4","0,0","0,0","0,2",-,-,-,"15807,2"
480,Recife - PCD,fev/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),mar/2018,"0,7","0,0","0,0","0,0","1,9","29,3","3,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,8","0,5","0,0","0,0","0,0","0,0","0,0","0,0","1,4","0,0","8,5","0,8","3,4","8,3","41,0","41,8","9,6","13419,7"
196,Recife (Codecipe / Santo Amaro),mar/2018,"8,4","1,6","0,0","0,6","1,0","54,0","11,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","16,4","4,6","1,4","1,8","19,6","37,0","13,5","5055,8"
344,Recife (Lamepe/Itep),mar/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),mar/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),mar/2018,"1,0","0,0","0,6","0,0","2,0","13,8","0,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,2","7,3","0,0","0,0","0,0","1,4","0,0","0,0","2,6","2,0","23,2","8,3","0,0","7,8","14,2","24,0","4,0","15807,2"
480,Recife - PCD,mar/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),abr/2018,"6,7","41,9","0,0","0,0","0,8","4,6","31,5","82,9","0,0","0,7","27,8","22,3","23,5","5,0","3,6","11,1","3,7","3,2","3,8","17,9","7,5","38,1","59,0","10,1","29,1","3,2","0,0","0,5","1,3","43,9",-,"13419,7"
196,Recife (Codecipe / Santo Amaro),abr/2018,"6,8","13,7","0,0","0,0","9,8","0,0","82,2","13,9","9,8","0,0","55,0","38,0","24,0","0,6","28,0","15,0","3,8","0,6","8,2","28,0","21,0","30,4","57,4","36,0","18,5","0,0","0,6","12,0","1,1","34,0",-,"5055,8"
344,Recife (Lamepe/Itep),abr/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),abr/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),abr/2018,"3,2","24,0","3,6","0,0","1,0","5,6","71,3","18,0","0,0","1,0","41,0","1,2","26,9","11,4","12,4","14,4","4,2","7,4","7,6","21,3","8,6","48,6","60,1","11,0","24,8","2,0","0,0","1,0","1,0","33,8",-,"15807,2"
480,Recife - PCD,abr/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),mai/2018,"7,4","3,3","7,4","9,5","3,7","25,5","0,0","0,0","1,3","0,7","0,0","9,8","1,3","1,1","12,1","2,5","14,5","2,8","1,7","0,0","0,0","0,0","0,0","4,1","1,3","9,1","1,5","0,0","0,8","1,2","9,8","13419,7"
196,Recife (Codecipe / Santo Amaro),mai/2018,"0,0","0,0","0,0","15,6","9,2","15,0","1,0","0,0","1,6","1,2","2,0","0,5","0,0","0,0","11,0","0,8","21,2","0,0","6,0","0,0","0,0","0,1","0,0","8,5","1,8","0,0","0,0","0,4","0,4","0,0","10,0","5055,8"
344,Recife (Lamepe/Itep),mai/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),mai/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),mai/2018,"0,6","1,0","12,2","7,4","15,8","38,0","0,2","0,0","0,0","1,2","11,6","24,8","1,6","0,4","10,6","5,6","21,4","2,9","0,5","0,0","0,2","0,2","2,0",-,"15,1","0,0","1,0","3,2","1,6","0,3","3,7","15807,2"
480,Recife - PCD,mai/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),jun/2018,"0,0","0,0","0,0","0,5","0,5","0,0","11,7","9,1","1,4","0,0","1,4","0,0","0,0","3,1","3,7","3,2","0,5","14,8","1,4","24,9","0,0","0,0","0,0","1,2","12,2","0,3","11,3","10,3","3,0","0,2",-,"13419,7"
196,Recife (Codecipe / Santo Amaro),jun/2018,"0,0","1,0","3,9","0,0","2,1","1,2","13,4","4,9","0,0","0,0","0,0","0,0","0,0","1,4","5,9","0,0","1,8","19,8","5,9","25,0","0,0","1,6","0,0","0,0","7,8","2,8","5,2","4,0","2,5","2,0",-,"5055,8"
344,Recife (Lamepe/Itep),jun/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),jun/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),jun/2018,"0,2","0,4","9,5","2,6","1,8","0,4","22,2","4,0","0,0","0,0","1,2","0,0","0,0","4,0","1,9","4,4","0,0","23,8","0,6","18,6","0,4","0,6","0,0",-,"2,6","0,8","11,8","8,4","13,2","0,2",-,"15807,2"
480,Recife - PCD,jun/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),jul/2018,"0,0","7,4","6,9","0,0","0,0","1,6","6,1","0,0","0,6","0,0","2,8","9,2","2,4","0,0","0,0","0,0","0,0","9,0","9,3","7,9","8,0","0,0","0,4","1,0","0,0","1,1","2,7","13,5","3,2","0,0","4,2","13419,7"
196,Recife (Codecipe / Santo Amaro),jul/2018,"0,0","0,0","5,4","0,6","0,6","0,0","12,0","0,0","0,0","0,0","0,0","2,8","2,8","0,0","0,0","0,0","0,0","10,0","0,0","12,2","1,0","0,0","0,0","0,0","3,2","0,0","6,8","3,4","0,0","0,0","10,8","5055,8"
344,Recife (Lamepe/Itep),jul/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),jul/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),jul/2018,"0,0","8,9","5,8","0,4","0,0","11,2","4,3","0,0","0,6","0,0","1,8","2,6","0,0","0,6","0,0","0,0","3,2","15,0","0,0","8,0","0,2","0,0","0,4","2,6","1,8","3,6","4,0","11,9","0,0","0,3","7,0","15807,2"
480,Recife - PCD,jul/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),ago/2018,"11,9","2,3","0,7","0,0","0,0","0,0","2,6","0,6","0,9","5,3","0,0","0,0","0,0","0,3","0,0","0,0","0,0","0,0","0,0","0,0","2,6","4,6","0,0","0,0","7,5","3,0","0,0","8,9","5,1","3,7","2,0","13419,7"
196,Recife (Codecipe / Santo Amaro),ago/2018,"0,0","0,0","0,0","0,0","0,0","0,0","4,0","0,0","1,8","2,1","0,0","1,6","4,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,2","0,3","0,0","2,2","10,8","0,0","0,0","18,4","2,4","10,0","9,6","5055,8"
344,Recife (Lamepe/Itep),ago/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),ago/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),ago/2018,"7,0","2,4","0,0","0,0","0,0","0,0","10,6","1,8","3,2","4,6","0,0","0,8","0,6","0,2","0,0","5,2","0,0","0,0","0,0","0,8","6,8","0,8","0,8","0,0","15,0","5,0","0,6","9,4","19,4","5,8","4,7","15807,2"
480,Recife - PCD,ago/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
