Código,Posto,Mês/Ano,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Acumulado
265,Recife (Alto da Brasileira),set/2018,"0,0","9,9","2,2","0,0","0,0","0,0","0,6","0,0","0,6","0,0","4,1","0,0","0,0","0,0","0,0","1,3","0,0","0,0","2,1","0,3","9,0","0,0","0,0","3,1","0,0","0,0","0,0","0,9","4,0","0,0",-,"13419,7"
196,Recife (Codecipe / Santo Amaro),set/2018,"0,6","19,8","0,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,3",-,"5055,8"
344,Recife (Lamepe/Itep),set/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),set/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),set/2018,"0,0","18,9","0,0","0,0","0,0","0,0","0,0","0,0","4,2","0,0","0,0","0,4","0,0","0,0","0,4","6,0","1,4","0,8","3,0","1,0","2,6","0,0","0,0","0,8","0,2","0,0","0,0","7,0","3,6","0,0",-,"15807,2"
480,Recife - PCD,set/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),out/2018,"0,0","0,0","0,0","0,0","0,0","0,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,1","13419,7"
196,Recife (Codecipe / Santo Amaro),out/2018,"0,0","0,0","0,0","1,8","0,0","0,0","0,0","2,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,4","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2","5055,8"
344,Recife (Lamepe/Itep),out/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),out/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),out/2018,"0,0","0,0","0,0","1,0","0,0","0,0","2,0","6,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,8","0,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","10,8","15807,2"
480,Recife - PCD,out/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),nov/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","13,1","2,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,3","0,0","7,5","0,2","0,0","9,1","0,0","1,2","5,8","5,6","0,0","0,0",-,"13419,7"
196,Recife (Codecipe / Santo Amaro),nov/2018,"0,4","0,0","0,0","0,0","0,0","0,0","0,0","17,4","1,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0","0,0","0,0","8,3","8,4","8,3","0,0","10,2","0,0","0,0",-,"5055,8"
344,Recife (Lamepe/Itep),nov/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),nov/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),nov/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","9,2","0,0","0,0","0,0","0,0","0,2","0,4","0,0","0,0","0,0","0,0","0,0","1,4","0,4","0,4","0,0","3,0","4,2","3,0","7,8","7,2","0,0","0,2",-,"15807,2"
480,Recife - PCD,nov/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),dez/2018,"0,0","0,0","0,3","0,0","0,0","0,0","0,0","0,0","0,0","10,0","0,0","1,9","0,3","3,1","0,0","0,0","12,4","0,0","0,0","0,0","0,0","0,0","5,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","13419,7"
196,Recife (Codecipe / Santo Amaro),dez/2018,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","10,4","0,0","3,0","0,0","0,0","0,0","0,0","0,0","15,0","0,0","0,0","0,0","0,0","3,7","0,0","0,0","0,0","0,0","3,0","0,0","0,0","0,0","5055,8"
344,Recife (Lamepe/Itep),dez/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),dez/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),dez/2018,"0,4","0,0","0,0","0,0","0,0","6,2","0,0","0,0","0,0","39,6","0,4","4,6","0,0","0,0","0,2","0,0","14,6","3,4","0,2","0,0","0,0","0,7","1,2","0,0","0,0","0,0","0,0","2,2","0,0","0,0","0,8","15807,2"
480,Recife - PCD,dez/2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),jan/2019,"0,0","1,0","0,0","0,0","0,0","0,0","9,1","9,8","12,8","1,9","1,3","2,0","20,0","0,6","0,0","0,0","0,0","2,6","0,0","0,0","0,0","0,0","13,5","0,0","0,0","0,0","0,0","1,3","0,0","0,0","0,0","13419,7"
196,Recife (Codecipe / Santo Amaro),jan/2019,"0,0","3,0","0,0","0,0","0,0","0,0","14,0","4,6","9,2","0,0","3,0","10,2","1,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","17,0","0,0","0,0","0,0","0,0","4,2","60,0","0,0","0,0","5055,8"
344,Recife (Lamepe/Itep),jan/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),jan/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),jan/2019,"0,0","0,8","0,0","0,0","0,0","1,2","15,8","6,4","3,4","0,0","2,8","9,6","20,5","1,4","0,0","0,0","0,2","0,0","0,6","2,1","0,0","1,2","11,4","0,6","0,0","1,0","0,0","10,0","52,3","0,4","1,8","15807,2"
480,Recife - PCD,jan/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),fev/2019,"0,0","0,0","3,2","3,4","2,7",-,-,-,-,-,"0,6","2,3","1,7","2,1","0,0","0,8","5,9","13,8","0,5","0,0","0,0","3,8","0,0","0,0","0,4","0,0","0,7","0,0",-,-,-,"13419,7"
196,Recife (Codecipe / Santo Amaro),fev/2019,"0,0","0,3","2,4","1,9","4,0","42,0","3,8","0,0","0,0","0,0","0,0","0,0","5,0","19,8","0,0","0,0","0,0","0,0","0,0","4,6","0,0","6,2","0,0","1,4","0,0","0,0","0,0","1,2",-,-,-,"5055,8"
344,Recife (Lamepe/Itep),fev/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),fev/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),fev/2019,"0,1","3,6","6,2","4,2","13,8","48,0","0,3","0,0","0,0","0,0","0,6","0,0","3,6","13,4","0,7","0,6","8,0","5,8","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,2","0,0","0,0",-,-,-,"15807,2"
480,Recife - PCD,fev/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),mar/2019,"0,0","7,9","0,0","7,4","3,6","0,3","0,0","0,0","0,0","0,0","2,4","0,0","1,5","0,0","0,9","0,0","0,0","5,1","0,0","0,0","0,0","0,0","0,0","0,0","0,7","8,2","6,8","38,3","5,7","8,5","9,7","13419,7"
196,Recife (Codecipe / Santo Amaro),mar/2019,"4,8","19,8","3,2","7,0","9,4","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","6,0","0,0","0,0","2,6","14,2","0,0","0,0","0,0","0,0","0,0","7,6","2,0","14,2","24,3","0,0","5,8","11,2","5055,8"
344,Recife (Lamepe/Itep),mar/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),mar/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),mar/2019,"0,0","4,7","0,0","3,0","4,8","8,0","0,2","1,5","0,0","0,0","0,0","0,6","7,8","2,0","3,0","0,6","0,0","24,4","0,0","0,0","0,0","0,0","1,4","0,0","0,0","3,6","38,4","26,7","4,0","16,2","9,0","15807,2"
480,Recife - PCD,mar/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),abr/2019,"0,0","34,8","5,4","5,7","0,0","0,0","0,0","0,0","4,4","0,0","0,0","4,9","44,3","0,0","0,0","0,0","16,2","0,7","0,0","1,6","36,9","0,5","1,7","16,0","10,9","4,5","0,0","0,4","13,7","11,7",-,"13419,7"
196,Recife (Codecipe / Santo Amaro),abr/2019,"5,0","16,4","9,2","1,0","0,0","0,0","2,2","3,2","2,2","9,2","0,0","11,0","58,4","8,4","0,0","0,0","7,0","0,0","0,0","2,6","29,0","0,8","4,3","4,2","3,4","11,0","2,1","0,0","1,4","10,8",-,"5055,8"
344,Recife (Lamepe/Itep),abr/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),abr/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),abr/2019,"41,8","28,6","4,8","2,2","0,0","1,2","1,0","21,7","0,0",-,"0,0","15,8","30,6","0,2","0,0","0,0","5,0","0,0","0,0","7,4","30,9","0,0","10,0","31,2","17,2","1,6","0,4","0,0","0,0","29,4",-,"15807,2"
480,Recife - PCD,abr/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),mai/2019,"0,0","6,3","0,0","5,2","0,4","0,9","0,0","3,7","50,0","8,9","9,1","0,0","1,2","0,0","0,0","0,7","0,0","0,5","8,5","2,9","36,8","3,4","0,8","0,4","0,0","0,0","17,1","3,8","0,0","17,5","19,0","13419,7"
196,Recife (Codecipe / Santo Amaro),mai/2019,"6,9","2,0","0,0","1,6","0,0","0,0","0,0","6,1","16,2","2,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","23,6","11,0","11,0","0,0","0,0","0,0","25,6","11,5","1,6","9,2","6,0","5055,8"
344,Recife (Lamepe/Itep),mai/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),mai/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),mai/2019,"2,4","7,6","0,0","0,0","0,8","0,0","0,0","4,7","34,8",-,"10,0","0,0","0,0","0,0","0,0","1,4","1,4","0,0","17,6","0,0","26,0","0,6","6,7","4,0","0,0","0,2","28,0","10,0","27,0","21,8","0,0","15807,2"
480,Recife - PCD,mai/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),jun/2019,"3,7","0,5","0,0","3,9","0,0","0,0","0,0","0,0","1,9","0,0","12,6","0,0","50,6","135,3","0,0","2,3","71,4","82,5","0,9","1,5","0,0","0,0","0,0","3,2","2,4","0,0","8,4","4,1","16,0","4,2",-,"13419,7"
196,Recife (Codecipe / Santo Amaro),jun/2019,"0,4","0,0","0,0","10,1","0,0","4,0","0,0","0,0","0,1","0,0","10,1","4,2","29,0","174,0","6,0","5,6","119,0","69,2","0,0","2,0","0,0","0,0","0,0","6,4","2,6","2,9","11,0","0,0","7,2","2,6",-,"5055,8"
344,Recife (Lamepe/Itep),jun/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),jun/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),jun/2019,"6,0","7,2","0,0","6,5","1,0","0,0","1,0","0,0","4,4","0,2","4,4","4,4","66,4","147,2","0,5","5,0","90,4","53,6","1,7","4,8","0,0","0,0","5,0","1,2","4,2","0,8","15,4","5,3","19,0","7,2",-,"15807,2"
480,Recife - PCD,jun/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),jul/2019,"17,1","6,2","1,2","14,8","1,0","0,0","0,0","10,0","2,3","0,0","8,9","0,0","11,4","13,0","23,8","0,0","0,0","0,0","12,2","11,8","34,9","13,6","77,9","122,3","34,4","5,3","12,9","26,1","5,8","0,4","17,2","13419,7"
196,Recife (Codecipe / Santo Amaro),jul/2019,"12,0","6,0","2,2","7,2","2,2","0,0","0,0","3,2","2,0","0,4","7,2","0,0","18,8","20,0","18,0","0,0","0,0","0,0","6,1","12,0","23,2","9,8","61,6","146,0","26,0","1,4","11,0","8,3","3,2","0,0","14,5","5055,8"
344,Recife (Lamepe/Itep),jul/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),jul/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),jul/2019,"8,8","2,0","2,0","8,8","7,8","0,0","0,0","2,5","4,3",-,"14,2","0,2","27,4","15,0","11,8","0,0","0,0",-,"17,2","13,4",-,"19,0","44,4",-,"13,0","12,0","13,4","34,7","2,4","0,6","31,2","15807,2"
480,Recife - PCD,jul/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),ago/2019,"3,5","45,1","6,3","1,7","4,0","4,6","8,0","0,0","3,2","0,4","0,0","2,6","5,7","8,7","14,1","11,0","4,8","1,2","4,3","0,0","0,0","0,0","4,3","1,5","7,8","1,9","2,2","2,4","0,0","0,0","0,0","13419,7"
196,Recife (Codecipe / Santo Amaro),ago/2019,"7,9","25,1","1,4","1,9","2,1","5,0","9,6","4,0","1,1","0,8","1,2","4,8","5,9","13,0","11,6","1,2","4,2","2,0","1,6","0,1","0,0","0,0","2,6","6,0","7,8","2,0","6,8","3,0","0,8","0,0","0,0","5055,8"
344,Recife (Lamepe/Itep),ago/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),ago/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),ago/2019,"1,4","50,5","0,3","1,6","3,0","8,0","0,6","8,0","0,0",-,"0,3","7,7","4,4","10,6","8,3","14,2","3,4","5,0","5,7","0,0","0,0","0,0","6,7","4,8","21,5","7,0","8,0","2,4","0,0","0,0","0,0","15807,2"
480,Recife - PCD,ago/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),set/2019,"3,4","14,8","9,9","0,0","7,4","8,8","0,0","4,0","1,8","0,0","0,0","2,6","0,0","0,0","0,0","0,0","0,0","21,2","0,5","0,0","7,3","0,0","4,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",-,"13419,7"
196,Recife (Codecipe / Santo Amaro),set/2019,"8,0","18,0","47,4","0,0","9,0","0,0","0,2","0,8","2,0","0,0","0,0","1,6","0,0","0,0","0,6","0,0","0,0","3,8","0,1","0,0","6,2","0,0","1,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0",-,"5055,8"
344,Recife (Lamepe/Itep),set/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),set/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),set/2019,"7,4","38,8","0,7","1,0","8,2","7,8","1,0","3,8","2,7",-,"0,0","0,4","0,0","0,0","0,0","0,4","0,4","16,0","0,0","0,4","14,8","0,0","6,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2",-,"15807,2"
480,Recife - PCD,set/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),out/2019,"0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0",-,"2,4","0,0","1,2","21,7","7,0","0,0","0,0","17,0","6,5","0,0","0,0","0,0","0,0","0,0","0,0","1,8","0,0","0,0","0,0","0,0","0,0","13419,7"
196,Recife (Codecipe / Santo Amaro),out/2019,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,5","4,1","0,0","0,0","15,4","7,9","0,0","0,0","15,8","6,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5055,8"
344,Recife (Lamepe/Itep),out/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),out/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),out/2019,"0,8","0,0","0,2","0,0","0,0","0,4","0,0","1,6","9,0","3,0","2,0","0,0","5,1","22,1","4,2","0,0","0,0","7,3","2,3","0,0","0,0","0,0","0,0","0,0","0,0","1,3","0,0","0,0","0,0","0,0","0,2","15807,2"
480,Recife - PCD,out/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),nov/2019,"0,0","0,0","3,3","0,0","0,0","0,0","0,0","0,0","0,0",-,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0",-,-,-,-,-,-,"13419,7"
196,Recife (Codecipe / Santo Amaro),nov/2019,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,1","0,0","0,0","0,0",-,"5055,8"
344,Recife (Lamepe/Itep),nov/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),nov/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),nov/2019,"2,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,7","0,0","0,0","0,0",-,"15807,2"
480,Recife - PCD,nov/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
265,Recife (Alto da Brasileira),dez/2019,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",-,"0,0","0,0","0,0","0,0","0,0","14,1","2,0","0,0","0,0","0,4","0,0","2,2","0,0","0,4","0,6","0,0","0,0","0,0","0,0","0,0",-,"13419,7"
196,Recife (Codecipe / Santo Amaro),dez/2019,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","10,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5055,8"
344,Recife (Lamepe/Itep),dez/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1611,6"
378,Recife (Santo Amaro),dez/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1998,8"
30,Recife (Várzea),dez/2019,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,2","0,2","2,0","0,0","0,0","2,6","11,0","1,2","0,0","0,2","1,2","0,0","1,0","0,0","0,0","0,0","0,8","0,0","0,0","0,0","0,8","0,0","15807,2"
480,Recife - PCD,dez/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1418,8"
